B. malayi Gene stable ID,B. malayi Gene name,B. malayi Transcript stable ID,B. malayi Chromosome/scaffold name,B. malayi Gene start (bp),B. malayi Gene end (bp),C. elegans (PRJNA13758) [WS258] gene stable ID,C. elegans (PRJNA13758) [WS258] gene name,C. elegans (PRJNA13758) [WS258] chromosome/scaffold,C. elegans (PRJNA13758) [WS258] start (bp),C. elegans (PRJNA13758) [WS258] end (bp),Homology type,% identity,O. volvulus (PRJEB513) [WS258] gene stable ID,O. volvulus (PRJEB513) [WS258] gene name,O. volvulus (PRJEB513) [WS258] chromosome/scaffold,O. volvulus (PRJEB513) [WS258] start (bp),O. volvulus (PRJEB513) [WS258] end (bp),Homology type,% identity
WBGene00228315,Bm8054,Bm8054,Bm_v4_Chr4_scaffold_001,898585,904648,WBGene00017339,F10D7.2,X,17364646,17368642,ortholog_one2one,45.4751,WBGene00243252,OVOC6443,OVOC_OM2,17795273,17803805,ortholog_one2one,79.638
WBGene00228319,Bm8058,Bm8058,Bm_v4_Chr1_scaffold_001,13436123,13451878,WBGene00009647,F43C1.1,III,4210562,4216724,ortholog_one2one,26.517,WBGene00244895,OVOC8086,OVOC_OM3,4717945,4730406,ortholog_one2one,77.2236
WBGene00228327,Bm8066,Bm8066.1,Bm_v4_ChrX_scaffold_001,22968407,22970149,WBGene00003990,pfn-2,X,5353033,5354144,ortholog_one2many,58.4615,WBGene00239099,OVOC2290,OVOC_OM1b,17389557,17392597,ortholog_one2one,95.3846
WBGene00228327,Bm8066,Bm8066.1,Bm_v4_ChrX_scaffold_001,22968407,22970149,WBGene00003989,pfn-1,I,12922004,12923548,ortholog_one2many,58.4615,WBGene00239099,OVOC2290,OVOC_OM1b,17389557,17392597,ortholog_one2one,95.3846
WBGene00228327,Bm8066,Bm8066.2,Bm_v4_ChrX_scaffold_001,22968407,22970149,WBGene00003990,pfn-2,X,5353033,5354144,ortholog_one2many,58.4615,WBGene00239099,OVOC2290,OVOC_OM1b,17389557,17392597,ortholog_one2one,95.3846
WBGene00228327,Bm8066,Bm8066.2,Bm_v4_ChrX_scaffold_001,22968407,22970149,WBGene00003989,pfn-1,I,12922004,12923548,ortholog_one2many,58.4615,WBGene00239099,OVOC2290,OVOC_OM1b,17389557,17392597,ortholog_one2one,95.3846
WBGene00228329,Bm8068,Bm8068,Bm_v4_Chr3_scaffold_001,2179739,2185010,WBGene00017671,pgal-1,I,4906786,4911829,ortholog_one2one,41.4062,WBGene00236810,Ovo-pgal-1,OVOC_OM1b,1431,6487,ortholog_one2one,76.8229
WBGene00228350,Bm8089,Bm8089,Bm_v4_ChrX_scaffold_001,24281361,24287882,WBGene00002050,ifa-1,X,11271184,11275482,ortholog_one2one,73.8516,WBGene00238933,Ovo-ifa-1,OVOC_OM1b,16126116,16136542,ortholog_one2one,92.2262
WBGene00228353,Bm8092,Bm8092a,Bm_v4_Chr3_scaffold_001,13852605,13864594,WBGene00000527,cle-1,I,8705670,8724279,ortholog_one2one,16.569,WBGene00237999,Ovo-cle-1,OVOC_OM1b,7999516,8013174,ortholog_one2one,34.3933
WBGene00228353,Bm8092,Bm8092b,Bm_v4_Chr3_scaffold_001,13852605,13864594,WBGene00000527,cle-1,I,8705670,8724279,ortholog_one2one,16.569,WBGene00237999,Ovo-cle-1,OVOC_OM1b,7999516,8013174,ortholog_one2one,34.3933
WBGene00228359,Bm8098,Bm8098a,Bm_025,24306,30890,WBGene00000238,bar-1,X,7166005,7170625,ortholog_one2many,25.3275,WBGene00239555,Ovo-bar-1,OVOC_OM1b,20258906,20273576,ortholog_one2many,83.2969
WBGene00228359,Bm8098,Bm8098b,Bm_025,24306,30890,WBGene00000238,bar-1,X,7166005,7170625,ortholog_one2many,25.3275,WBGene00239555,Ovo-bar-1,OVOC_OM1b,20258906,20273576,ortholog_one2many,83.2969
WBGene00228361,Bm8100,Bm8100,Bm_v4_ChrX_scaffold_001,2089598,2092334,WBGene00021497,Y40C5A.4,IV,7349283,7365111,ortholog_one2one,28.7197,WBGene00242304,OVOC5495,OVOC_OM2,11264668,11267952,ortholog_one2one,83.045
WBGene00228364,Bm8103,Bm8103,Bm_v4_Chr2_contig_001,13029773,13035052,WBGene00017663,F21D12.3,II,7319910,7323200,ortholog_one2many,43.129,WBGene00246592,OVOC9783,OVOC_OM4,723395,727181,ortholog_one2one,86.8922
WBGene00228367,Bma-mig-6,Bm8106,Bm_v4_Chr4_scaffold_001,2506466,2528356,WBGene00003242,mig-6,V,7827201,7842388,ortholog_one2one,52.6316,WBGene00243126,OVOC6317,OVOC_OM2,16997990,17007419,ortholog_one2one,53.6934
WBGene00228374,Bm8113,Bm8113,Bm_v4_Chr2_contig_001,12925982,12939478,WBGene00011530,T06D8.10,II,11240932,11247514,ortholog_one2one,46.1397,WBGene00246600,OVOC9791,OVOC_OM4,874775,894437,ortholog_one2one,72.7022
WBGene00228386,Bm8125,Bm8125a,Bm_v4_ChrX_scaffold_001,22203529,22207977,WBGene00015007,ain-2,I,4653471,4660151,ortholog_many2many,17.0382,WBGene00239324,OVOC2515,OVOC_OM1b,18883794,18887965,ortholog_one2many,88.2166
WBGene00228386,Bm8125,Bm8125a,Bm_v4_ChrX_scaffold_001,22203529,22207977,WBGene00015547,ain-1,X,16613451,16617675,ortholog_many2many,18.4713,WBGene00239324,OVOC2515,OVOC_OM1b,18883794,18887965,ortholog_one2many,88.2166
WBGene00228386,Bm8125,Bm8125b,Bm_v4_ChrX_scaffold_001,22203529,22207977,WBGene00015007,ain-2,I,4653471,4660151,ortholog_many2many,17.0382,WBGene00239324,OVOC2515,OVOC_OM1b,18883794,18887965,ortholog_one2many,88.2166
WBGene00228386,Bm8125,Bm8125b,Bm_v4_ChrX_scaffold_001,22203529,22207977,WBGene00015547,ain-1,X,16613451,16617675,ortholog_many2many,18.4713,WBGene00239324,OVOC2515,OVOC_OM1b,18883794,18887965,ortholog_one2many,88.2166
WBGene00228386,Bm8125,Bm8125c,Bm_v4_ChrX_scaffold_001,22203529,22207977,WBGene00015007,ain-2,I,4653471,4660151,ortholog_many2many,17.0382,WBGene00239324,OVOC2515,OVOC_OM1b,18883794,18887965,ortholog_one2many,88.2166
WBGene00228386,Bm8125,Bm8125c,Bm_v4_ChrX_scaffold_001,22203529,22207977,WBGene00015547,ain-1,X,16613451,16617675,ortholog_many2many,18.4713,WBGene00239324,OVOC2515,OVOC_OM1b,18883794,18887965,ortholog_one2many,88.2166
WBGene00228390,Bma-ddr-1,Bm8129,Bm_v4_ChrX_scaffold_001,13992614,14006317,WBGene00016104,ddr-1,X,5461256,5466310,ortholog_one2one,32.3786,WBGene00240378,OVOC3569,OVOC_OM1b,26714706,26723067,ortholog_one2one,19.4271
WBGene00228395,Bm8134,Bm8134,Bm_v4_ChrX_scaffold_001,22941882,22950391,WBGene00017758,F23H11.2,III,895786,900158,ortholog_one2one,17.8947,WBGene00239093,OVOC2284,OVOC_OM1b,17361341,17370419,ortholog_one2one,75.1579
WBGene00228403,Bma-npp-15,Bm8142,Bm_v4_ChrX_scaffold_001,23572564,23580296,WBGene00003801,npp-15,III,7929013,7932993,ortholog_one2one,16.4545,WBGene00239187,Ovo-npp-15,OVOC_OM1b,17969992,17978137,ortholog_one2one,77.6364
WBGene00228411,Bm8150,Bm8150,Bm_v4_ChrX_scaffold_001,20857772,20859658,WBGene00012828,Y43F8C.6,V,19633062,19640908,ortholog_one2one,25.523,WBGene00239284,OVOC2475,OVOC_OM1b,18635948,18639533,ortholog_one2one,81.1715
WBGene00228415,Bm8154,Bm8154,Bm_v4_ChrX_scaffold_001,20826126,20835463,WBGene00008805,git-1,X,10524898,10528437,ortholog_one2one,5.36673,WBGene00239287,OVOC2478,OVOC_OM1b,18661387,18671615,ortholog_one2one,84.2576
WBGene00228417,Bm8156,Bm8156,Bm_v4_ChrX_scaffold_001,20800973,20802516,WBGene00021358,Y37E11AL.2,IV,3698501,3699722,ortholog_many2many,27.1552,WBGene00239292,OVOC2483,OVOC_OM1b,18688230,18700971,ortholog_one2one,61.6379
WBGene00228417,Bm8156,Bm8156,Bm_v4_ChrX_scaffold_001,20800973,20802516,WBGene00016445,C35D10.8,III,4855250,4856101,ortholog_many2many,21.1207,WBGene00239292,OVOC2483,OVOC_OM1b,18688230,18700971,ortholog_one2one,61.6379
WBGene00228427,Bm8166,Bm8166,Bm_v4_Chr1_scaffold_001,12707631,12716166,WBGene00001410,feh-1,III,2549927,2560684,ortholog_one2one,51.2668,WBGene00244450,Ovo-feh-1,OVOC_OM3,1066936,1075717,ortholog_one2one,66.3189
WBGene00228442,Bm8181,Bm8181a,Bm_007,256952,261779,WBGene00008748,yap-1,X,10691943,10694461,ortholog_one2one,23.0143,WBGene00238975,OVOC2166,OVOC_OM1b,16475681,16484533,ortholog_one2one,87.9837
WBGene00228442,Bm8181,Bm8181b,Bm_007,256952,261779,WBGene00008748,yap-1,X,10691943,10694461,ortholog_one2one,23.0143,WBGene00238975,OVOC2166,OVOC_OM1b,16475681,16484533,ortholog_one2one,87.9837
WBGene00228445,Bm8184,Bm8184,Bm_v4_Chr3_scaffold_001,11258240,11272175,WBGene00001488,frm-1,I,14875784,14900213,ortholog_one2one,22.8374,WBGene00238269,OVOC1460,OVOC_OM1b,10197466,10228577,ortholog_one2one,61.2024
WBGene00228446,Bm8185,Bm8185,Bm_v4_Chr2_contig_001,292003,295610,WBGene00044386,C27A2.7,II,5069764,5071365,ortholog_one2many,13.2678,WBGene00248244,Ovo-lst-5,OVOC_OM4,14624677,14630723,ortholog_one2one,64.6192
WBGene00228455,Bm8194,Bm8194,Bm_v4_Chr1_scaffold_001,11435607,11438843,WBGene00007576,dph-1,III,3706886,3709225,ortholog_one2one,60.6138,WBGene00244602,Ovo-dph-1,OVOC_OM3,2465648,2469260,ortholog_one2one,89.7698
WBGene00228462,Bma-magu-2,Bm8201a,Bm_v4_Chr4_scaffold_001,9593110,9620543,WBGene00006467,magu-2,V,8792696,8795567,ortholog_one2one,29.0795,WBGene00244280,Ovo-magu-2,OVOC_OM2,24965707,24986096,ortholog_one2one,65.5858
WBGene00228462,Bma-magu-2,Bm8201b,Bm_v4_Chr4_scaffold_001,9593110,9620543,WBGene00006467,magu-2,V,8792696,8795567,ortholog_one2one,29.0795,WBGene00244280,Ovo-magu-2,OVOC_OM2,24965707,24986096,ortholog_one2one,65.5858
WBGene00228465,Bm8204,Bm8204,Bm_v4_Chr2_contig_001,7233213,7234631,WBGene00012379,Y1A5A.1,III,3985565,3986809,ortholog_one2many,54.902,WBGene00248301,OVOC11492,OVOC_OM4,14969425,14972739,ortholog_one2many,91.5033
WBGene00228476,Bma-phf-10,Bm8215,Bm_v4_Chr4_scaffold_001,2342282,2348914,WBGene00018013,phf-10,V,305457,311565,ortholog_one2one,34.6076,WBGene00243101,Ovo-phf-10,OVOC_OM2,16828387,16835203,ortholog_one2one,88.7324
WBGene00228477,Bma-fli-1,Bm8216.1,Bm_v4_Chr1_scaffold_001,2263086,2274895,WBGene00001443,fli-1,III,8675297,8683732,ortholog_one2one,66.9804,WBGene00245751,Ovo-fli-1,OVOC_OM3,10435316,10454410,ortholog_one2one,93.6471
WBGene00228477,Bma-fli-1,Bm8216.2,Bm_v4_Chr1_scaffold_001,2263086,2274895,WBGene00001443,fli-1,III,8675297,8683732,ortholog_one2one,66.9804,WBGene00245751,Ovo-fli-1,OVOC_OM3,10435316,10454410,ortholog_one2one,93.6471
WBGene00228479,Bm8218,Bm8218,Bm_v4_Chr1_scaffold_001,2255967,2262310,WBGene00013443,such-1,III,11512860,11523759,ortholog_one2many,18.0876,WBGene00245752,OVOC8943,OVOC_OM3,10447845,10454187,ortholog_one2one,89.2857
WBGene00228479,Bm8218,Bm8218,Bm_v4_Chr1_scaffold_001,2255967,2262310,WBGene00001583,gfi-3,X,14480572,14484702,ortholog_one2many,17.6267,WBGene00245752,OVOC8943,OVOC_OM3,10447845,10454187,ortholog_one2one,89.2857
WBGene00228481,Bm8220,Bm8220a,Bm_v4_Chr1_scaffold_001,11908668,11926707,WBGene00021443,Y39A3CL.7,III,1824919,1834347,ortholog_one2one,5.48034,WBGene00244666,OVOC7857,OVOC_OM3,2971417,2990530,ortholog_one2one,67.0535
WBGene00228481,Bm8220,Bm8220b,Bm_v4_Chr1_scaffold_001,11908668,11926707,WBGene00021443,Y39A3CL.7,III,1824919,1834347,ortholog_one2one,5.48034,WBGene00244666,OVOC7857,OVOC_OM3,2971417,2990530,ortholog_one2one,67.0535
WBGene00228483,Bma-ncam-1,Bm8222,Bm_v4_ChrX_scaffold_001,10598305,10609799,WBGene00017184,ncam-1,X,692978,703036,ortholog_one2one,28.8969,WBGene00240871,Ovo-ncam-1,OVOC_OM2,1975532,2086528,ortholog_one2one,81.1751
WBGene00228484,Bm8223,Bm8223,Bm_v4_Chr2_contig_001,2380979,2398162,WBGene00001208,egl-44,II,5933493,5940815,ortholog_one2one,40.6316,WBGene00247727,OVOC10918,OVOC_OM4,10617312,10634289,ortholog_one2one,93.2632
WBGene00228488,Bm8227,Bm8227,Bm_v4_Chr4_scaffold_001,303121,304548,WBGene00014148,ZK909.3,I,14953490,14955492,ortholog_one2many,44.4934,WBGene00243143,OVOC6334,OVOC_OM2,17105872,17107383,ortholog_one2one,70.9251
WBGene00228489,Bm8228,Bm8228,Bm_v4_Chr2_contig_001,12391829,12396331,WBGene00016162,crh-2,II,5179034,5187569,ortholog_one2one,27.4576,WBGene00246886,Ovo-crh-2,OVOC_OM4,3448691,3452105,ortholog_one2one,28.4746
WBGene00228520,Bm8259,Bm8259,Bm_v4_Chr4_scaffold_001,10736762,10737646,WBGene00015742,kxd-1,V,7221473,7222156,ortholog_one2one,34.3511,WBGene00248914,OVOC12105,OVOC_OM5,1270673,1277855,ortholog_one2one,72.5191
WBGene00228522,Bm8261,Bm8261,Bm_007,806777,808802,WBGene00000702,col-128,IV,11550002,11551987,ortholog_one2one,32.7751,WBGene00238877,Ovo-col-128,OVOC_OM1b,15618963,15624043,ortholog_one2one,66.2679
WBGene00228527,Bm8266,Bm8266,Bm_v4_Chr4_scaffold_001,2733457,2736086,WBGene00021740,Y50D4B.1,V,1112933,1129360,ortholog_one2one,26.9406,WBGene00242737,OVOC5928,OVOC_OM2,14132093,14135494,ortholog_one2one,63.9269
WBGene00228530,Bm8269,Bm8269,Bm_069,28405,30671,WBGene00002215,klc-2,V,5575410,5581713,ortholog_one2many,55.3254,WBGene00243193,OVOC6384,OVOC_OM2,17432650,17438935,ortholog_one2many,83.1361
WBGene00228545,Bm8284,Bm8284,Bm_v4_Chr3_scaffold_001,12804125,12811020,WBGene00001648,goa-1,I,7522116,7526703,ortholog_one2one,94.9153,WBGene00248472,OVOC11663,OVOC_OM1a,333695,343166,ortholog_one2one,99.1525
WBGene00228555,Bm8294,Bm8294,Bm_v4_Chr4_scaffold_001,1270539,1274913,WBGene00003838,ocr-1,V,10764366,10768454,ortholog_one2many,57.619,WBGene00242910,OVOC6101,OVOC_OM2,15471323,15482135,ortholog_one2many,94.7619
WBGene00228556,Bm8295,Bm8295,Bm_023,6395,11540,WBGene00008927,snx-17,X,13116352,13122291,ortholog_one2one,31.3321,WBGene00238869,Ovo-snx-17,OVOC_OM1b,15556918,15562066,ortholog_one2one,82.5516
WBGene00228559,Bm8298,Bm8298,Bm_v4_Chr3_scaffold_001,1389126,1398475,WBGene00009558,F39B2.8,I,14760644,14768980,ortholog_one2one,47.0016,WBGene00237199,OVOC390,OVOC_OM1b,2989519,2998663,ortholog_one2one,82.0097
WBGene00228562,Bm8301,Bm8301a,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249739,OVOC12930,OVOC_OO_000393,6,1848,ortholog_many2many,30.83
WBGene00228562,Bm8301,Bm8301a,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00240329,OVOC3520,OVOC_OM1b,26323564,26326554,ortholog_many2many,51.3834
WBGene00228562,Bm8301,Bm8301a,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246324,OVOC9515,OVOC_OM3,15474945,15478677,ortholog_many2many,51.1858
WBGene00228562,Bm8301,Bm8301a,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246308,OVOC9499,OVOC_OM3,15303428,15307516,ortholog_many2many,55.5336
WBGene00228562,Bm8301,Bm8301a,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249378,OVOC12569,OVOC_OO_000057,10059,20985,ortholog_many2many,67.3913
WBGene00228562,Bm8301,Bm8301b,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249739,OVOC12930,OVOC_OO_000393,6,1848,ortholog_many2many,30.83
WBGene00228562,Bm8301,Bm8301b,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00240329,OVOC3520,OVOC_OM1b,26323564,26326554,ortholog_many2many,51.3834
WBGene00228562,Bm8301,Bm8301b,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246324,OVOC9515,OVOC_OM3,15474945,15478677,ortholog_many2many,51.1858
WBGene00228562,Bm8301,Bm8301b,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246308,OVOC9499,OVOC_OM3,15303428,15307516,ortholog_many2many,55.5336
WBGene00228562,Bm8301,Bm8301b,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249378,OVOC12569,OVOC_OO_000057,10059,20985,ortholog_many2many,67.3913
WBGene00228562,Bm8301,Bm8301c,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249739,OVOC12930,OVOC_OO_000393,6,1848,ortholog_many2many,30.83
WBGene00228562,Bm8301,Bm8301c,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00240329,OVOC3520,OVOC_OM1b,26323564,26326554,ortholog_many2many,51.3834
WBGene00228562,Bm8301,Bm8301c,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246324,OVOC9515,OVOC_OM3,15474945,15478677,ortholog_many2many,51.1858
WBGene00228562,Bm8301,Bm8301c,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246308,OVOC9499,OVOC_OM3,15303428,15307516,ortholog_many2many,55.5336
WBGene00228562,Bm8301,Bm8301c,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249378,OVOC12569,OVOC_OO_000057,10059,20985,ortholog_many2many,67.3913
WBGene00228562,Bm8301,Bm8301d,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249739,OVOC12930,OVOC_OO_000393,6,1848,ortholog_many2many,30.83
WBGene00228562,Bm8301,Bm8301d,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00240329,OVOC3520,OVOC_OM1b,26323564,26326554,ortholog_many2many,51.3834
WBGene00228562,Bm8301,Bm8301d,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246324,OVOC9515,OVOC_OM3,15474945,15478677,ortholog_many2many,51.1858
WBGene00228562,Bm8301,Bm8301d,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246308,OVOC9499,OVOC_OM3,15303428,15307516,ortholog_many2many,55.5336
WBGene00228562,Bm8301,Bm8301d,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249378,OVOC12569,OVOC_OO_000057,10059,20985,ortholog_many2many,67.3913
WBGene00228562,Bm8301,Bm8301e,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249739,OVOC12930,OVOC_OO_000393,6,1848,ortholog_many2many,30.83
WBGene00228562,Bm8301,Bm8301e,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00240329,OVOC3520,OVOC_OM1b,26323564,26326554,ortholog_many2many,51.3834
WBGene00228562,Bm8301,Bm8301e,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246324,OVOC9515,OVOC_OM3,15474945,15478677,ortholog_many2many,51.1858
WBGene00228562,Bm8301,Bm8301e,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246308,OVOC9499,OVOC_OM3,15303428,15307516,ortholog_many2many,55.5336
WBGene00228562,Bm8301,Bm8301e,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249378,OVOC12569,OVOC_OO_000057,10059,20985,ortholog_many2many,67.3913
WBGene00228562,Bm8301,Bm8301f,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249739,OVOC12930,OVOC_OO_000393,6,1848,ortholog_many2many,30.83
WBGene00228562,Bm8301,Bm8301f,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00240329,OVOC3520,OVOC_OM1b,26323564,26326554,ortholog_many2many,51.3834
WBGene00228562,Bm8301,Bm8301f,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246324,OVOC9515,OVOC_OM3,15474945,15478677,ortholog_many2many,51.1858
WBGene00228562,Bm8301,Bm8301f,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00246308,OVOC9499,OVOC_OM3,15303428,15307516,ortholog_many2many,55.5336
WBGene00228562,Bm8301,Bm8301f,Bm_v4_Chr1_scaffold_001,3799457,3804079,WBGene00000503,cht-1,X,3397613,3400017,ortholog_one2many,38.5375,WBGene00249378,OVOC12569,OVOC_OO_000057,10059,20985,ortholog_many2many,67.3913
WBGene00228563,Bma-sox-4,Bm8302,Bm_v4_ChrX_scaffold_001,20279967,20283985,WBGene00015716,sox-4,X,3505286,3511529,ortholog_one2one,16.9916,WBGene00238744,Ovo-sox-4,OVOC_OM1b,14311937,14317076,ortholog_one2one,77.4373
WBGene00228566,Bm8305,Bm8305,Bm_v4_Chr1_scaffold_001,1794163,1800345,WBGene00001630,gly-5,III,13187392,13204897,ortholog_one2many,48.3212,WBGene00246061,OVOC9252,OVOC_OM3,13213919,13221933,ortholog_one2one,85.4015
WBGene00228569,Bm8308,Bm8308a,Bm_v4_Chr4_scaffold_001,2903195,2932839,WBGene00007372,C06B8.7,V,15498743,15511421,ortholog_one2one,43.5006,WBGene00242773,OVOC5964,OVOC_OM2,14323652,14353455,ortholog_one2one,77.027
WBGene00228569,Bm8308,Bm8308b,Bm_v4_Chr4_scaffold_001,2903195,2932839,WBGene00007372,C06B8.7,V,15498743,15511421,ortholog_one2one,43.5006,WBGene00242773,OVOC5964,OVOC_OM2,14323652,14353455,ortholog_one2one,77.027
WBGene00228573,Bma-aex-6,Bm8312,Bm_v4_Chr3_scaffold_001,10598107,10601459,WBGene00000089,aex-6,I,13543079,13545188,ortholog_one2one,88.7324,WBGene00238554,Ovo-aex-6,OVOC_OM1b,12539834,12543876,ortholog_one2one,97.6526
WBGene00228574,Bm8313,Bm8313,Bm_v4_Chr3_scaffold_001,10781924,10791949,WBGene00017004,nrd-1,I,4597914,4602666,ortholog_one2one,22.0779,WBGene00238531,Ovo-nrd-1,OVOC_OM1b,12343582,12354314,ortholog_one2one,86.2709
WBGene00228577,Bm8316,Bm8316,Bm_v4_Chr4_scaffold_001,1404153,1409743,WBGene00014201,ZK1053.6,I,13238540,13240726,ortholog_one2one,24.086,WBGene00242640,OVOC5831,OVOC_OM2,13558741,13564481,ortholog_one2one,77.8495
WBGene00228585,Bma-cku-80,Bm8324,Bm_v4_ChrX_scaffold_001,14291826,14296410,WBGene00000520,cku-80,III,4419848,4423368,ortholog_one2one,19.8361,WBGene00239989,Ovo-cku-80,OVOC_OM1b,23226784,23231648,ortholog_one2one,75.5738
WBGene00228587,Bm8326,Bm8326,Bm_v4_ChrX_scaffold_001,14317007,14320365,WBGene00017429,F13D11.4,X,5831918,5834858,ortholog_one2many,41.4986,WBGene00239985,OVOC3176,OVOC_OM1b,23200945,23204061,ortholog_one2one,71.4697
WBGene00228589,Bm8328,Bm8328,Bm_v4_Chr3_scaffold_001,13783342,13787830,WBGene00044738,folt-3,V,7603806,7609946,ortholog_many2many,35.9477,WBGene00249259,OVOC12450,OVOC_OO_000027,21699,27197,ortholog_one2one,84.9673
WBGene00228589,Bm8328,Bm8328,Bm_v4_Chr3_scaffold_001,13783342,13787830,WBGene00018138,folt-2,V,2872465,2875600,ortholog_many2many,33.7691,WBGene00249259,OVOC12450,OVOC_OO_000027,21699,27197,ortholog_one2one,84.9673
WBGene00228594,Bm8333,Bm8333a,Bm_v4_Chr1_scaffold_001,6657455,6661079,WBGene00007255,cnnm-4,I,7222296,7224381,ortholog_one2one,28.5714,WBGene00245622,OVOC8813,OVOC_OM3,9582981,9588963,ortholog_one2one,79.5918
WBGene00228594,Bm8333,Bm8333b,Bm_v4_Chr1_scaffold_001,6657455,6661079,WBGene00007255,cnnm-4,I,7222296,7224381,ortholog_one2one,28.5714,WBGene00245622,OVOC8813,OVOC_OM3,9582981,9588963,ortholog_one2one,79.5918
WBGene00228600,Bm8339,Bm8339,Bm_v4_Chr3_scaffold_001,7758163,7766589,WBGene00012936,Y47D3A.29,III,11142448,11154287,ortholog_one2many,43.3164,WBGene00237859,OVOC1050,OVOC_OM1b,6894195,6905296,ortholog_one2many,84.0102
WBGene00228610,Bm8349,Bm8349,Bm_v4_Chr4_scaffold_001,7211148,7213284,WBGene00000876,cyl-1,V,11991011,11993767,ortholog_one2many,29.0801,WBGene00249412,OVOC12603,OVOC_OO_000068,10694,16956,ortholog_one2many,0.593472
WBGene00228612,Bm8351,Bm8351a.1,Bm_v4_Chr4_scaffold_001,5598925,5605112,WBGene00004754,sec-23,V,20091263,20105685,ortholog_one2one,76.646,WBGene00243420,Ovo-sec-23,OVOC_OM2,19028760,19036175,ortholog_one2one,91.5528
